kommune_kode,kommune_navn,indicator_id,ratio,raw_value,unit,data_year,source,category,dimension,reference
219,Hillerød,housing_no_wc,74.07,0.8052,%,2026,DST BOL102,social,bolig,0.5964
340,Sorø,housing_no_wc,150.0,0.3691,%,2026,DST BOL102,social,bolig,0.5964
492,Ærø,housing_no_wc,91.88,0.6491,%,2026,DST BOL102,social,bolig,0.5964
561,Esbjerg,housing_no_wc,119.61,0.4986,%,2026,DST BOL102,social,bolig,0.5964
740,Silkeborg,housing_no_wc,150.0,0.3927,%,2026,DST BOL102,social,bolig,0.5964
615,Horsens,housing_no_wc,65.55,0.9098,%,2026,DST BOL102,social,bolig,0.5964
563,Fanø,housing_no_wc,150.0,0.287,%,2026,DST BOL102,social,bolig,0.5964
316,Holbæk,housing_no_wc,67.67,0.8814,%,2026,DST BOL102,social,bolig,0.5964
766,Hedensted,housing_no_wc,150.0,0.0831,%,2026,DST BOL102,social,bolig,0.5964
607,Fredericia,housing_no_wc,121.57,0.4906,%,2026,DST BOL102,social,bolig,0.5964
410,Middelfart,housing_no_wc,150.0,0.3094,%,2026,DST BOL102,social,bolig,0.5964
329,Ringsted,housing_no_wc,76.32,0.7814,%,2026,DST BOL102,social,bolig,0.5964
370,Næstved,housing_no_wc,116.8,0.5106,%,2026,DST BOL102,social,bolig,0.5964
851,Aalborg,housing_no_wc,91.75,0.65,%,2026,DST BOL102,social,bolig,0.5964
810,Brønderslev,housing_no_wc,150.0,0.1639,%,2026,DST BOL102,social,bolig,0.5964
727,Odder,housing_no_wc,121.42,0.4912,%,2026,DST BOL102,social,bolig,0.5964
336,Stevns,housing_no_wc,91.29,0.6533,%,2026,DST BOL102,social,bolig,0.5964
751,Aarhus,housing_no_wc,47.49,1.2558,%,2026,DST BOL102,social,bolig,0.5964
813,Frederikshavn,housing_no_wc,150.0,0.2165,%,2026,DST BOL102,social,bolig,0.5964
161,Glostrup,housing_no_wc,150.0,0.076,%,2026,DST BOL102,social,bolig,0.5964
270,Gribskov,housing_no_wc,105.84,0.5635,%,2026,DST BOL102,social,bolig,0.5964
860,Hjørring,housing_no_wc,139.12,0.4287,%,2026,DST BOL102,social,bolig,0.5964
165,Albertslund,housing_no_wc,150.0,0.1666,%,2026,DST BOL102,social,bolig,0.5964
479,Svendborg,housing_no_wc,87.38,0.6825,%,2026,DST BOL102,social,bolig,0.5964
791,Viborg,housing_no_wc,133.9,0.4454,%,2026,DST BOL102,social,bolig,0.5964
480,Nordfyns,housing_no_wc,150.0,0.244,%,2026,DST BOL102,social,bolig,0.5964
706,Syddjurs,housing_no_wc,150.0,0.2457,%,2026,DST BOL102,social,bolig,0.5964
440,Kerteminde,housing_no_wc,150.0,0.3091,%,2026,DST BOL102,social,bolig,0.5964
630,Vejle,housing_no_wc,150.0,0.3946,%,2026,DST BOL102,social,bolig,0.5964
101,København,housing_no_wc,68.66,0.8686,%,2026,DST BOL102,social,bolig,0.5964
730,Randers,housing_no_wc,150.0,0.3301,%,2026,DST BOL102,social,bolig,0.5964
760,Ringkøbing-Skjern,housing_no_wc,150.0,0.3151,%,2026,DST BOL102,social,bolig,0.5964
430,Faaborg-Midtfyn,housing_no_wc,150.0,0.3954,%,2026,DST BOL102,social,bolig,0.5964
320,Faxe,housing_no_wc,72.12,0.827,%,2026,DST BOL102,social,bolig,0.5964
169,Høje-Taastrup,housing_no_wc,150.0,0.1129,%,2026,DST BOL102,social,bolig,0.5964
573,Varde,housing_no_wc,150.0,0.2438,%,2026,DST BOL102,social,bolig,0.5964
621,Kolding,housing_no_wc,138.83,0.4296,%,2026,DST BOL102,social,bolig,0.5964
420,Assens,housing_no_wc,150.0,0.2143,%,2026,DST BOL102,social,bolig,0.5964
580,Aabenraa,housing_no_wc,149.51,0.3989,%,2026,DST BOL102,social,bolig,0.5964
787,Thisted,housing_no_wc,63.72,0.936,%,2026,DST BOL102,social,bolig,0.5964
756,Ikast-Brande,housing_no_wc,150.0,0.2443,%,2026,DST BOL102,social,bolig,0.5964
461,Odense,housing_no_wc,72.39,0.8239,%,2026,DST BOL102,social,bolig,0.5964
779,Skive,housing_no_wc,150.0,0.3937,%,2026,DST BOL102,social,bolig,0.5964
450,Nyborg,housing_no_wc,150.0,0.1316,%,2026,DST BOL102,social,bolig,0.5964
846,Mariagerfjord,housing_no_wc,150.0,0.3171,%,2026,DST BOL102,social,bolig,0.5964
820,Vesthimmerlands,housing_no_wc,150.0,0.2186,%,2026,DST BOL102,social,bolig,0.5964
540,Sønderborg,housing_no_wc,150.0,0.2859,%,2026,DST BOL102,social,bolig,0.5964
400,Bornholm,housing_no_wc,97.96,0.6088,%,2026,DST BOL102,social,bolig,0.5964
510,Haderslev,housing_no_wc,118.43,0.5036,%,2026,DST BOL102,social,bolig,0.5964
671,Struer,housing_no_wc,150.0,0.2308,%,2026,DST BOL102,social,bolig,0.5964
665,Lemvig,housing_no_wc,118.52,0.5032,%,2026,DST BOL102,social,bolig,0.5964
707,Norddjurs,housing_no_wc,68.72,0.8679,%,2026,DST BOL102,social,bolig,0.5964
330,Slagelse,housing_no_wc,92.42,0.6453,%,2026,DST BOL102,social,bolig,0.5964
306,Odsherred,housing_no_wc,42.46,1.4045,%,2026,DST BOL102,social,bolig,0.5964
575,Vejen,housing_no_wc,150.0,0.2195,%,2026,DST BOL102,social,bolig,0.5964
376,Guldborgsund,housing_no_wc,86.6,0.6887,%,2026,DST BOL102,social,bolig,0.5964
849,Jammerbugt,housing_no_wc,150.0,0.1437,%,2026,DST BOL102,social,bolig,0.5964
326,Kalundborg,housing_no_wc,93.6,0.6372,%,2026,DST BOL102,social,bolig,0.5964
390,Vordingborg,housing_no_wc,74.63,0.7991,%,2026,DST BOL102,social,bolig,0.5964
550,Tønder,housing_no_wc,150.0,0.2776,%,2026,DST BOL102,social,bolig,0.5964
360,Lolland,housing_no_wc,120.15,0.4964,%,2026,DST BOL102,social,bolig,0.5964
741,Samsø,housing_no_wc,150.0,0.2575,%,2026,DST BOL102,social,bolig,0.5964
482,Langeland,housing_no_wc,149.32,0.3994,%,2026,DST BOL102,social,bolig,0.5964
201,Allerød,housing_no_bath,150.0,0.2367,%,2026,DST BOL102,social,bolig,1.1675
153,Brøndby,housing_no_bath,150.0,0.1006,%,2026,DST BOL102,social,bolig,1.1675
175,Rødovre,housing_no_bath,138.1,0.8454,%,2026,DST BOL102,social,bolig,1.1675
155,Dragør,housing_no_bath,150.0,0.5857,%,2026,DST BOL102,social,bolig,1.1675
190,Furesø,housing_no_bath,150.0,0.3252,%,2026,DST BOL102,social,bolig,1.1675
167,Hvidovre,housing_no_bath,150.0,0.5271,%,2026,DST BOL102,social,bolig,1.1675
230,Rudersdal,housing_no_bath,150.0,0.3862,%,2026,DST BOL102,social,bolig,1.1675
746,Skanderborg,housing_no_bath,150.0,0.4901,%,2026,DST BOL102,social,bolig,1.1675
269,Solrød,housing_no_bath,150.0,0.152,%,2026,DST BOL102,social,bolig,1.1675
265,Roskilde,housing_no_bath,150.0,0.6727,%,2026,DST BOL102,social,bolig,1.1675
240,Egedal,housing_no_bath,150.0,0.1873,%,2026,DST BOL102,social,bolig,1.1675
151,Ballerup,housing_no_bath,150.0,0.113,%,2026,DST BOL102,social,bolig,1.1675
223,Hørsholm,housing_no_bath,150.0,0.3213,%,2026,DST BOL102,social,bolig,1.1675
185,Tårnby,housing_no_bath,139.95,0.8342,%,2026,DST BOL102,social,bolig,1.1675
157,Gentofte,housing_no_bath,64.11,1.8211,%,2026,DST BOL102,social,bolig,1.1675
350,Lejre,housing_no_bath,127.01,0.9192,%,2026,DST BOL102,social,bolig,1.1675
163,Herlev,housing_no_bath,135.38,0.8624,%,2026,DST BOL102,social,bolig,1.1675
173,Lyngby-Taarbæk,housing_no_bath,118.43,0.9858,%,2026,DST BOL102,social,bolig,1.1675
210,Fredensborg,housing_no_bath,150.0,0.24,%,2026,DST BOL102,social,bolig,1.1675
183,Ishøj,housing_no_bath,150.0,0.0795,%,2026,DST BOL102,social,bolig,1.1675
710,Favrskov,housing_no_bath,150.0,0.5217,%,2026,DST BOL102,social,bolig,1.1675
530,Billund,housing_no_bath,150.0,0.2843,%,2026,DST BOL102,social,bolig,1.1675
840,Rebild,housing_no_bath,132.63,0.8803,%,2026,DST BOL102,social,bolig,1.1675
187,Vallensbæk,housing_no_bath,150.0,0.1093,%,2026,DST BOL102,social,bolig,1.1675
253,Greve,housing_no_bath,150.0,0.1182,%,2026,DST BOL102,social,bolig,1.1675
147,Frederiksberg,housing_no_bath,30.13,3.8746,%,2026,DST BOL102,social,bolig,1.1675
259,Køge,housing_no_bath,150.0,0.7305,%,2026,DST BOL102,social,bolig,1.1675
159,Gladsaxe,housing_no_bath,137.21,0.8509,%,2026,DST BOL102,social,bolig,1.1675
217,Helsingør,housing_no_bath,58.64,1.9911,%,2026,DST BOL102,social,bolig,1.1675
250,Frederikssund,housing_no_bath,123.98,0.9417,%,2026,DST BOL102,social,bolig,1.1675
661,Holstebro,housing_no_bath,150.0,0.5202,%,2026,DST BOL102,social,bolig,1.1675
825,Læsø,housing_no_bath,150.0,0.4111,%,2026,DST BOL102,social,bolig,1.1675
657,Herning,housing_no_bath,150.0,0.498,%,2026,DST BOL102,social,bolig,1.1675
260,Halsnæs,housing_no_bath,68.61,1.7017,%,2026,DST BOL102,social,bolig,1.1675
773,Morsø,housing_no_bath,46.45,2.5133,%,2026,DST BOL102,social,bolig,1.1675
219,Hillerød,housing_no_bath,150.0,0.6272,%,2026,DST BOL102,social,bolig,1.1675
340,Sorø,housing_no_bath,82.59,1.4136,%,2026,DST BOL102,social,bolig,1.1675
492,Ærø,housing_no_bath,67.44,1.7311,%,2026,DST BOL102,social,bolig,1.1675
561,Esbjerg,housing_no_bath,150.0,0.6636,%,2026,DST BOL102,social,bolig,1.1675
740,Silkeborg,housing_no_bath,150.0,0.6343,%,2026,DST BOL102,social,bolig,1.1675
615,Horsens,housing_no_bath,150.0,0.5986,%,2026,DST BOL102,social,bolig,1.1675
563,Fanø,housing_no_bath,150.0,0.6315,%,2026,DST BOL102,social,bolig,1.1675
316,Holbæk,housing_no_bath,83.03,1.4062,%,2026,DST BOL102,social,bolig,1.1675
766,Hedensted,housing_no_bath,150.0,0.4615,%,2026,DST BOL102,social,bolig,1.1675
607,Fredericia,housing_no_bath,150.0,0.6123,%,2026,DST BOL102,social,bolig,1.1675
410,Middelfart,housing_no_bath,150.0,0.7183,%,2026,DST BOL102,social,bolig,1.1675
329,Ringsted,housing_no_bath,120.86,0.966,%,2026,DST BOL102,social,bolig,1.1675
370,Næstved,housing_no_bath,103.89,1.1238,%,2026,DST BOL102,social,bolig,1.1675
851,Aalborg,housing_no_bath,150.0,0.7204,%,2026,DST BOL102,social,bolig,1.1675
810,Brønderslev,housing_no_bath,150.0,0.7081,%,2026,DST BOL102,social,bolig,1.1675
727,Odder,housing_no_bath,150.0,0.7324,%,2026,DST BOL102,social,bolig,1.1675
336,Stevns,housing_no_bath,89.35,1.3066,%,2026,DST BOL102,social,bolig,1.1675
751,Aarhus,housing_no_bath,150.0,0.4751,%,2026,DST BOL102,social,bolig,1.1675
813,Frederikshavn,housing_no_bath,123.69,0.9439,%,2026,DST BOL102,social,bolig,1.1675
161,Glostrup,housing_no_bath,94.71,1.2327,%,2026,DST BOL102,social,bolig,1.1675
270,Gribskov,housing_no_bath,121.79,0.9586,%,2026,DST BOL102,social,bolig,1.1675
860,Hjørring,housing_no_bath,104.58,1.1164,%,2026,DST BOL102,social,bolig,1.1675
165,Albertslund,housing_no_bath,150.0,0.2348,%,2026,DST BOL102,social,bolig,1.1675
479,Svendborg,housing_no_bath,105.39,1.1078,%,2026,DST BOL102,social,bolig,1.1675
791,Viborg,housing_no_bath,150.0,0.6552,%,2026,DST BOL102,social,bolig,1.1675
480,Nordfyns,housing_no_bath,131.56,0.8874,%,2026,DST BOL102,social,bolig,1.1675
706,Syddjurs,housing_no_bath,106.54,1.0958,%,2026,DST BOL102,social,bolig,1.1675
440,Kerteminde,housing_no_bath,150.0,0.7556,%,2026,DST BOL102,social,bolig,1.1675
630,Vejle,housing_no_bath,150.0,0.5954,%,2026,DST BOL102,social,bolig,1.1675
101,København,housing_no_bath,32.59,3.5825,%,2026,DST BOL102,social,bolig,1.1675
730,Randers,housing_no_bath,137.76,0.8475,%,2026,DST BOL102,social,bolig,1.1675
760,Ringkøbing-Skjern,housing_no_bath,150.0,0.5835,%,2026,DST BOL102,social,bolig,1.1675
430,Faaborg-Midtfyn,housing_no_bath,150.0,0.5136,%,2026,DST BOL102,social,bolig,1.1675
320,Faxe,housing_no_bath,133.84,0.8723,%,2026,DST BOL102,social,bolig,1.1675
169,Høje-Taastrup,housing_no_bath,150.0,0.7671,%,2026,DST BOL102,social,bolig,1.1675
573,Varde,housing_no_bath,150.0,0.5093,%,2026,DST BOL102,social,bolig,1.1675
621,Kolding,housing_no_bath,150.0,0.6697,%,2026,DST BOL102,social,bolig,1.1675
420,Assens,housing_no_bath,131.4,0.8885,%,2026,DST BOL102,social,bolig,1.1675
580,Aabenraa,housing_no_bath,150.0,0.5895,%,2026,DST BOL102,social,bolig,1.1675
787,Thisted,housing_no_bath,80.91,1.443,%,2026,DST BOL102,social,bolig,1.1675
756,Ikast-Brande,housing_no_bath,150.0,0.4211,%,2026,DST BOL102,social,bolig,1.1675
461,Odense,housing_no_bath,150.0,0.4106,%,2026,DST BOL102,social,bolig,1.1675
779,Skive,housing_no_bath,150.0,0.7557,%,2026,DST BOL102,social,bolig,1.1675
450,Nyborg,housing_no_bath,150.0,0.6014,%,2026,DST BOL102,social,bolig,1.1675
846,Mariagerfjord,housing_no_bath,150.0,0.0793,%,2026,DST BOL102,social,bolig,1.1675
820,Vesthimmerlands,housing_no_bath,150.0,0.1323,%,2026,DST BOL102,social,bolig,1.1675
540,Sønderborg,housing_no_bath,150.0,0.5064,%,2026,DST BOL102,social,bolig,1.1675
400,Bornholm,housing_no_bath,102.61,1.1378,%,2026,DST BOL102,social,bolig,1.1675
510,Haderslev,housing_no_bath,150.0,0.5962,%,2026,DST BOL102,social,bolig,1.1675
671,Struer,housing_no_bath,150.0,0.5519,%,2026,DST BOL102,social,bolig,1.1675
665,Lemvig,housing_no_bath,107.8,1.083,%,2026,DST BOL102,social,bolig,1.1675
707,Norddjurs,housing_no_bath,65.42,1.7846,%,2026,DST BOL102,social,bolig,1.1675
330,Slagelse,housing_no_bath,92.79,1.2582,%,2026,DST BOL102,social,bolig,1.1675
306,Odsherred,housing_no_bath,45.2,2.583,%,2026,DST BOL102,social,bolig,1.1675
575,Vejen,housing_no_bath,150.0,0.3266,%,2026,DST BOL102,social,bolig,1.1675
376,Guldborgsund,housing_no_bath,54.94,2.1251,%,2026,DST BOL102,social,bolig,1.1675
849,Jammerbugt,housing_no_bath,150.0,0.6911,%,2026,DST BOL102,social,bolig,1.1675
326,Kalundborg,housing_no_bath,84.36,1.384,%,2026,DST BOL102,social,bolig,1.1675
390,Vordingborg,housing_no_bath,63.92,1.8264,%,2026,DST BOL102,social,bolig,1.1675
550,Tønder,housing_no_bath,150.0,0.5495,%,2026,DST BOL102,social,bolig,1.1675
360,Lolland,housing_no_bath,45.87,2.5451,%,2026,DST BOL102,social,bolig,1.1675
741,Samsø,housing_no_bath,83.97,1.3903,%,2026,DST BOL102,social,bolig,1.1675
482,Langeland,housing_no_bath,62.29,1.8743,%,2026,DST BOL102,social,bolig,1.1675
201,Allerød,bolig_fossil,38.25,61.75,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
153,Brøndby,bolig_fossil,76.36,23.64,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
175,Rødovre,bolig_fossil,60.16,39.84,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
155,Dragør,bolig_fossil,23.47,76.53,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
190,Furesø,bolig_fossil,16.87,83.13,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
167,Hvidovre,bolig_fossil,67.92,32.08,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
230,Rudersdal,bolig_fossil,19.01,80.99,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
746,Skanderborg,bolig_fossil,88.89,11.11,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
269,Solrød,bolig_fossil,59.11,40.89,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
265,Roskilde,bolig_fossil,76.46,23.54,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
240,Egedal,bolig_fossil,55.97,44.03,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
151,Ballerup,bolig_fossil,54.08,45.92,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
223,Hørsholm,bolig_fossil,48.45,51.55,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
185,Tårnby,bolig_fossil,46.86,53.14,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
157,Gentofte,bolig_fossil,70.13,29.87,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
350,Lejre,bolig_fossil,62.61,37.39,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
163,Herlev,bolig_fossil,56.75,43.25,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
173,Lyngby-Taarbæk,bolig_fossil,30.32,69.68,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
210,Fredensborg,bolig_fossil,54.89,45.11,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
183,Ishøj,bolig_fossil,74.09,25.91,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
710,Favrskov,bolig_fossil,83.71,16.29,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
530,Billund,bolig_fossil,88.25,11.75,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
840,Rebild,bolig_fossil,81.62,18.38,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
187,Vallensbæk,bolig_fossil,61.41,38.59,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
253,Greve,bolig_fossil,47.56,52.44,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
147,Frederiksberg,bolig_fossil,86.52,13.48,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
259,Køge,bolig_fossil,38.98,61.02,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
159,Gladsaxe,bolig_fossil,31.15,68.85,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
217,Helsingør,bolig_fossil,58.03,41.97,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
250,Frederikssund,bolig_fossil,50.07,49.93,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
661,Holstebro,bolig_fossil,88.86,11.14,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
825,Læsø,bolig_fossil,72.4,27.6,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
657,Herning,bolig_fossil,89.26,10.74,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
260,Halsnæs,bolig_fossil,82.03,17.97,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
773,Morsø,bolig_fossil,52.74,47.26,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
219,Hillerød,bolig_fossil,61.04,38.96,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
340,Sorø,bolig_fossil,58.46,41.54,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
492,Ærø,bolig_fossil,87.32,12.68,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
561,Esbjerg,bolig_fossil,71.72,28.28,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
740,Silkeborg,bolig_fossil,54.81,45.19,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
615,Horsens,bolig_fossil,87.43,12.57,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
563,Fanø,bolig_fossil,88.49,11.51,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
316,Holbæk,bolig_fossil,42.99,57.01,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
766,Hedensted,bolig_fossil,66.82,33.18,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
607,Fredericia,bolig_fossil,93.66,6.34,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
410,Middelfart,bolig_fossil,69.31,30.69,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
329,Ringsted,bolig_fossil,73.44,26.56,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
370,Næstved,bolig_fossil,62.62,37.38,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
851,Aalborg,bolig_fossil,50.44,49.56,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
810,Brønderslev,bolig_fossil,78.21,21.79,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
727,Odder,bolig_fossil,77.36,22.64,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
336,Stevns,bolig_fossil,53.92,46.08,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
751,Aarhus,bolig_fossil,96.15,3.85,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
813,Frederikshavn,bolig_fossil,73.12,26.88,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
161,Glostrup,bolig_fossil,64.46,35.54,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
270,Gribskov,bolig_fossil,70.38,29.62,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
860,Hjørring,bolig_fossil,84.17,15.83,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
165,Albertslund,bolig_fossil,86.58,13.42,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
479,Svendborg,bolig_fossil,55.12,44.88,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
791,Viborg,bolig_fossil,60.55,39.45,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
480,Nordfyns,bolig_fossil,65.15,34.85,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
706,Syddjurs,bolig_fossil,90.92,9.08,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
440,Kerteminde,bolig_fossil,70.37,29.63,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
630,Vejle,bolig_fossil,74.87,25.13,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
101,København,bolig_fossil,90.75,9.25,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
730,Randers,bolig_fossil,80.87,19.13,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
760,Ringkøbing-Skjern,bolig_fossil,77.44,22.56,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
430,Faaborg-Midtfyn,bolig_fossil,66.18,33.82,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
320,Faxe,bolig_fossil,63.72,36.28,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
169,Høje-Taastrup,bolig_fossil,66.2,33.8,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
573,Varde,bolig_fossil,73.45,26.55,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
621,Kolding,bolig_fossil,85.01,14.99,% fossil (mål 0),2026,DST BYGB40 + Energistyrelsen EPT,social,energi,0.0
